place_name,address,review_author,review_text,review_rating,review_date,google_id
Gardenia Restaurant,,Erma Irawati,restonya cantik dikelilingi kebun bunga warna warni yg cantik dengan background gunung lokon tempat ini sangat cocok buat menikmati pemandangan dengan sajian kue khas manado sayang untuk pelayanan lumayan lamamungkn se jam baru makanan yg kami pesan di sajikan rasa makanan yg kami pilih biasa aja nothing specialbrenebon dan perkedel jagungnya mengecewakan tapi utk view dan suasananya juara,4,09/02/2025 02:11:14,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Nicolas Barrault,pengaturan yang sangat indah namun penantian tanpa akhir jam untuk hidangan berkualitas biasabiasa saja,2,08/15/2025 13:15:42,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Guido van der Giessen,lingkungan sekitar sangat indah tetapi makanan dan terutama waktu harus menunggu kurang enak kami akhirnya menunggu lebih dari jam sebelum semua orang mendapatkan makanan lalu cuacanya juga dingin,2,07/22/2025 11:29:24,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Anastasia M,layanan bisa lambat karena semuanya dibuat dari awal tapi mengapa terburuburu ketika pemandangan dan suasananya sama bagusnya dengan di gardenia mereka dimaksudkan untuk dinikmati secara perlahan,5,07/21/2025 07:08:44,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Siska Wiratandi,view bagus udara sejuk makanan lmyn tapi menunggunya lama menit sebaiknya order sebelumnya,4,07/10/2025 13:39:41,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Wendy dan Ita,rumah makan di daerah tomohon ini memiliki view yang sangat bagus dengan background gunung goa banyak dikunjungi turis asing dari macanegara,5,07/04/2025 02:06:41,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Antonius Suharmono,makanan enak tapi pelayanan jelek banget minta minum saja pake lama banget keluarnya,2,06/27/2025 06:21:11,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Bayu Sindrianata,pemandangan dan suasananya nyaris sempurna dikelilingi taman bunga n view perbukitan tp kalau soal rasa makanan dan minuman msh average lah saya pesan kopi sandwich ayam bakar lemon tea satai ba dll smg bisa ditingkatkan lg soal rasa bahkan walaupun dari secangkir kopi,5,06/02/2025 07:33:34,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Ale Vlog,pemamdangan di tpt ini aangat indah lrn dikelilingi oleh aneka macam bunga lokal udara sejuk asri dan tempatnya bersih terdapat ratusan spesies bunga lokal tempat ini selain reatoran ada juga hotelresort pemandangan gunung lokon sangat terlihat jelas dari tpt ini restorannya menyediakan aneka macam mknan nasional dan aneka macam kue tradisonal minahasa gardenia lokasinya cukup dekat dari jln poros dan jalan masuknya bagus tempat parkir luas,4,05/11/2025 15:50:37,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,James Wewengkang,satu restoran terbaik di kota tomohon kwalitas makanan dan pelayanan baiksuasana taman yang indah,5,05/06/2025 04:16:30,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Astria Santa Natalia Mantiri,viewnya lokon bagus tapi pelayanannya di resto amt sgt bad kurang responsive dan org dapurnya tukang gosip dan jutek makanannya b aja totally selling the view only with bad service n food quality wont go back here twice,2,05/04/2025 06:33:28,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Arlin Cicilia,suka suasana di sini pemandangan menakjubkan tapi makanannya butuh waktu lama untuk disiapkan jadi saya tidak merekomendasikannya untuk seseorang yang ingin cepat makan dan pergi,4,04/24/2025 08:08:54,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Johan Myway,cocok buat bersantai makanannya enak udaranya sejuk taman bunga yang indah dengan view gunung lokon,5,04/21/2025 10:35:15,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Charisma Christy,pelayanannya lamaa banget makanannya datang sudah dingin,1,04/05/2025 07:38:39,ChIJP8lDsY1shzIRDEdszca-KCQ
Gardenia Restaurant,,Jaqualine Kainama,minumannya tidak ada gulanya sama sekali nunggu makanan jam lebih yang bikin bagus yah cuma tempatnya karena banyak bunganya,2,04/05/2025 03:32:55,ChIJP8lDsY1shzIRDEdszca-KCQ
Pasar Tua Kuliner Bitung,,Deny Anyer,rm bu sri bagi saya masakan nya cocok di lidah orang jawa,4,10/09/2025 13:34:40,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Aulia Margaretha Ginting,begitu banyak pilihan untuk sarapan makan siang atau makan malam terletak di pusat bisnis bitung,5,08/03/2025 00:58:00,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Lovell Michael Tombokan,krim asam tuna tude goreng,3,07/19/2025 00:13:39,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Adi Muhammad,jika mencari nasi padang atau sotomie ayam dsb area pasar tua bitung emang pas bagi anda khususnya bagi yg muslim ini tempat yg recomended,5,05/18/2025 05:54:36,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Voyska Eranda Daleru,banyak yg jualan kuliner yang paling saya suka disitu ada yang jualan martabak,4,04/26/2025 22:59:59,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Erozz Candra Alfatih,ini kompleks saya,5,03/09/2025 14:15:11,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,erfan erfan,makan soto daging enak tapi tempatnya tidak besar kalau makan siang harus nunggu dulu,5,01/01/2025 21:45:53,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Tri Sumaryo,jam buka,3,12/15/2024 05:43:52,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Mad Bumburo,tempat makan terutama ikan laut yg sangat baik,5,02/26/2024 01:18:45,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Wahyu Gofar Effendi,makanan bervariasi sesuai selera harga terjangkau,5,01/08/2024 15:11:05,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Arnia Rental Gorontalo,sangat bagus dan tidak banyak mengocek kantong,5,01/03/2024 23:54:42,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Becool,suasana sepeeti di tempat lain seperti biasanya makaman lumayan pedas,4,11/03/2023 00:37:11,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Marenda Pandu Rizqi,makanan tradisional makanan laut panggang,5,04/08/2023 06:21:29,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Putut Supriyanto,tempat untuk nongkrong makan,5,03/27/2023 23:21:38,ChIJj8wEPZIBhzIRweNVpzF4bWk
Pasar Tua Kuliner Bitung,,Hartono,sorebanyak yang nga buka,3,03/24/2023 08:08:15,ChIJj8wEPZIBhzIRweNVpzF4bWk
Nasi Kuning Selamat Pagi Kampung Kodo,,Nurman Riyadi Rahman,waktu pertama kali landing di manado langsung menuju ke sini buat sarapan sudah lama juga tidak makan nasi kuning selama hidup di jakarta rasanya enak lauknya ada abon ikan telur rebus sama kentang goreng kering yaa seperti nasi kuning di sulawesi pada umumnya lahhh,4,01/04/2026 03:08:56,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,kartika sari,lokasi rumah makannya seharusnya di sebelah warung tegal sebrang aston hotel,4,12/24/2025 01:05:28,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,frederika pricilya,pembayaran harus cash tidak terima via qris atau transfer,4,12/21/2025 00:35:26,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Eni Eni,tempatnya memang bersih tapi nasi kuningnya b aja trusss lamaaaaaa ibu nya jadi kasir jadi server butuh waktu menit lebih untuk order makan dan bayar,3,12/19/2025 01:02:42,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,boedhy yanto,nasi kuning legend di kota manado top rasanya,5,12/14/2025 15:16:26,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Bramanto Wijaya,mereka menjual nasi kuning warnanya dari kunyit itu datang dengan benang daging dan benang tuna itu juga memiliki kentang potong dadu keripik kentang bergaris dan telur rebus makanannya enak hatihati dengan sambal cabai awalnya enak dan pedas tetapi menjadi lebih panas entah kenapa rasa pedasnya tidak kunjung hilang setelah beberapa saat jika tidak tahan dengan bumbunya lebih baik sisihkan sambalnya tempat ini buka setiap hari selama jam mereka tidak memiliki cukup tempat parkir,5,11/28/2025 00:48:43,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Bondan Kerap,satu rumah makan nasi kuning terbaik di manado hanya lokasinya agak tersembunyi,5,11/18/2025 05:58:31,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Mulyadi,nasi kuning enak jam di manado,5,11/16/2025 23:04:31,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Rony Mamoru,ke manado tidak lengkap kalau belum mencicipi nasi kuning selamat pagi benarbenar menu sarapan yang memuaskan,5,11/12/2025 13:55:07,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Pramita Sari,nasi kuning selamat pagi manado adalah tempat sarapan legendaris yang benarbenar mewakili cita rasa manado nasi kuningnya harum beraroma dan disajikan dengan lauk pauk yang lezat seperti sambal cakalang dan semur daging sapi tempatnya bersih dan ramah cocok untuk sarapan lezat bersama keluarga teman atau kolega favorit lokal yang wajib dicoba ketika mengunjungi kota manado,5,11/03/2025 11:55:48,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,faisal pahlevy,nasi kuning yang enak di seputar kota manado,5,10/10/2025 14:55:42,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Jony Rahardja,tadi naik kapal ke bunaken dibawain temen nasi kuning katanya dari sini uniq dibungkus daun woka asli enak banget sedep gurih pol,5,09/27/2025 10:40:19,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Ernest Laoh,ba mampir untuk makan,5,09/24/2025 05:38:13,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Agas Koncoro,saya pesan special abon ikan harga di grabfood kenapa cuma datng isi abon saya mending saya pesan nasi kuning abon yg biasa gk jelas ini,1,09/06/2025 18:06:43,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Habibi maulana ahmad,luarbiasa baik saya makan saat sahur dan waktu mau bayar diberikan gratis rasa dan pelayanannya mantab,5,09/05/2025 15:14:20,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Pelz TV,pelayananpelayan tidak ramah pricy,1,08/23/2025 16:49:25,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Juniver Parentah,pelayanan tidak ramah,2,08/23/2025 16:49:21,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Agus IF,nasi dengan suwiran tuna daging dan telur dengan ricasambal pedas lezat,5,07/24/2025 05:13:08,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Taufik Masruri,k naskus istimewa katanyatp enak juga dibungkus daun manado bukan papua,4,07/13/2025 23:01:32,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Diki (Dik),abon nya lagi abis atau belum ada,3,07/07/2025 03:03:50,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Gabriel Garry Kasenda,tidak pernah gagal nasi kuning enak banget dan recomended banget,5,04/15/2025 12:03:42,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,HobiJalan2,naskunnya enak sambelnya tidak terlalu pedas tp enak cuma tempatnya aja yg sederhana banget meski makan di tempat jangan lupa minta dikemas daun woku biar nasinya wangi dan sedep,5,03/15/2025 07:34:39,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,agus hermanto,memang seenak itu nasi kuningnya sambalnya pedes mantap,5,03/06/2025 13:13:20,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Ivan Pots,saya driver ojol ad mau ambil orderan saya dluan datang dri pembeli lain tapi saya punya mereka tidak membuat mungkin mereka lupa karna faktor usia wkwk,3,02/08/2025 23:27:14,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,drniken 09,pergi ke sana di luar waktu makan jadi hanya saya dan teman saya penjualnya sangat perhatian sopan dan baik hati makanannya wow enak dengan topping yang melimpah dan jika anda suka sambal pedas sambalnya luar biasa wajib dikunjungi setiap kali anda pergi ke manado oh dan jika anda khawatir tentang halal yang ini halal,5,02/08/2025 01:28:22,ChIJQcPWfWp1hzIRsQzImvGZTII
Nasi Kuning Selamat Pagi Kampung Kodo,,Mamamialezatos,saya tidak tau sepeetinya ada tempat berbeda dengan nama yang sama yg saya datangi di dalam gang nasi kuningnya keras tidak enak dan sedikit sekali abon dan dagingnya pelayanan lama dan tempat tidak nyaman semoga yg tempat lagi tidak dirugikan dengan review jelek dari rumah makan lain dengan nama yg sama,1,12/22/2024 07:01:37,ChIJQcPWfWp1hzIRsQzImvGZTII
Kopi Janji Jiwa Tomohon,,Theofilus Ponamon,suasana yg baik bersama keluarga,5,01/04/2026 01:28:54,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Aloysius Langitan,lokasi suasana ok tapi mengecewakan pelayanan kita pesan bayar kasir udh selesai makan wajar nanya tuh minuman tidak sampe sisa teh manisnya yg lain sdh di tanya tuh minum oh bukan kita ok tidak masalah tp jawab nada nya ketus ngegasmana kami tau tuh minuman kaluar dr mana jd tanya donk yg bawa makanan di meja kita jg byr dikasir kan cm tau biasa semua kluar dr dapur bukan di meja kasir teh datang teh basi,1,12/31/2025 07:23:55,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Andi Baso Agung,tempat nongki nongki jika lg di tomohon yah disini suasana enak sejuuuuuuuk banget sambil nikmati pemandangan gunung lokon di sore hari harga makanan n minuman terjangkau,5,12/13/2025 09:14:48,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Prisa Amanda,tempat yang nyaman makanannya enak kopinya enak dan semuanya terjangkau cocok untuk bersantai atau nongkrong,5,12/09/2025 09:52:16,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Sahat Parlindungan Hutapea,enak sekali lokasi dan pelayanan serta kopinya mantap,5,11/27/2025 05:41:46,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,zanzan Baziad,indah staf sangat membantu tempat suasana makanan sangat nyaman cocok dengan cuaca di sini,5,11/15/2025 11:58:21,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Farhan,tempatnya nyaman barista pelayan ramah makanan enak,5,10/25/2025 08:34:45,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Jemmy Palempung,tempat sangat bagus,5,09/28/2025 15:21:30,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Asa Dilaga,minuman lama jadi pdhl cuma kopi item banyaknya org ditempat buat kopi tp kerja lama tlg perhatikan lagi soal pelayanan,1,09/14/2025 10:32:45,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Marselino Maleke,tempat nya cozy dan bagus untuk kumpul kumpul bersama teman serta pelayanan dan fasilitas nya bagus recommended banget,5,09/05/2025 07:03:22,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Daniel Judah,tempat yang bagus untuk minum kopi sambil melihat gunung lokon pemandangan dari tempat ini luar biasa ruang terbuka di kedai kopi ini juga sangat bagus udaranya segar pemandangannya alami dan tenang tempat yang cocok untuk kumpul santai bersama temanteman minuman dan makanannya cukup enak tapi itu bukan daya tarik utama tempat ini tempatnya bersih dan terawat dengan baik tempat ini tidak memiliki tempat parkir khusus parkirnya adalah parkir jalan di luar area tempatnya sepertinya tertutup dari luar tetapi cukup masuk ke dalam tempatnya buka dari pagi hari jadi cocok buat kamu yang ingin ngopi pagipagi,5,09/03/2025 07:49:07,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Lytha Pijoh,pesan sapo tahu datang lebih dari menit baby cornnya terasa asam dan hazelnut choco tapi hazelnutnya bukan rasa hazelnut tidak ada fasilitas yang tersedia di atas meja,4,08/21/2025 01:28:00,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Edo B,tempat yang nyaman saya datang untuk makan siang suasana yang teduh dan nyaman makanan tersedia banyak pilihan dari ringan sampai berat mantap,5,08/13/2025 07:12:15,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Irene Z,kereeen banget tempatnya di alam pemandangan bagus udara sejuk tempat yang pas untuk bersantai sambil ngopi,5,07/18/2025 01:40:52,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,zenith,banyak spot bagus untuk fotofoto cocok untuk kumpulkumpul tempatnya nyaman dan luas bisa melihat pemandangan indah dengan udara segar,5,07/08/2025 10:38:12,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,bocil gaming,enakksuasana yang sejuk dan pemandangan yang indah,4,07/07/2025 09:25:17,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Ray Leonardo Ransulangi,tempat sejuk nyaman cocok utk org introvert,5,07/03/2025 07:23:15,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Aprilia April,tempat asyikk mnum kopi di tomohon,5,07/01/2025 12:41:13,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Natalia Adriana,tempat ngopi terbaik ditomohon,5,06/24/2025 23:55:10,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Taufiq Putra,ini sih the real ngopi with view,5,06/13/2025 06:46:54,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,lily pijoh,pemandangan indah latar gunung lokon karyawannya ramah kopinya enak and murah,5,05/27/2025 02:53:58,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Andy Rezki Juliarno,pemandangan gunung lokon yang menakjubkan,5,05/24/2025 23:59:01,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Julita Bernadeth,makanan lama sekali diantar pesan tinutuan jam menit baru ready dengan kondisi pengunjung yang hanya sekitar orang,4,05/12/2025 05:26:43,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Gabriel,pesan spaghetti bolognese k yang datang spaghetti k di warong,1,05/12/2025 02:51:51,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,TONNY NANGKA,banyakpilihan menu lokal mapun international pelayanan ramah bisa coba spagheti ok,5,05/08/2025 12:08:56,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,mariana kilis,tempat ngopi yang nyaman menyatu dengan alam tapi klo sore sudah dingin karena memang kondisi kota tomohon yg memang dingin makanan juga banyak pilihan menu,4,04/07/2025 08:05:11,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Snap Fire,tempatnya nyaman dan tidak terlalu ramai cocok buat nongkrong atau sekadar istirahat sebentar pelayanannya juga ramah dan cepat,5,03/31/2025 09:38:00,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Rivaldo Ruaw,pelayanan sangat baik,5,03/31/2025 09:20:58,ChIJQfrxTCNthzIRUJJfHhgmJPA
Kopi Janji Jiwa Tomohon,,Oktafio Mamangkey,sudah beberapa kali ke sini dan selalu nyaman tempatnya enak buat kerja atau sekadar ngobrol pelayanannya juga tidak pernah mengecewakan,5,03/31/2025 09:09:39,ChIJQfrxTCNthzIRUJJfHhgmJPA
GARAGE COFFE LAB,,Mawar Rauf,percuma banyak karyawan layanan kurang mantap masa menu pisang goreng aja hampir jam perbaiki lagi dong pelayanan nyaaa,1,12/29/2025 11:17:14,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Donz Palar,pelayanannya lambat sekali,1,11/05/2025 07:32:50,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Sha Zam,sangat kecewa pesanan lama sudah tunggu berjam jam baru di infokan makanan habis,1,11/03/2025 06:00:13,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Emily Chan71,untuk ayam gepreknya ayamnya kecil sambalnya pakai tomat kyk dabu dan tidak masuk di lidah saya,2,09/28/2025 06:58:11,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,GR F,datang kesini april cicipi kopi dan makanannya yang enak pesan kopi palem pisang goreng sambal roa fetucini carbonara sangat direkomendasikan,5,04/23/2025 13:45:01,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Anna Ko,kedai kopirestoran yang bagus dengan suasana luar biasa pilihan yang baik ketika anda mendambakan sedikit makanan barat sandwich dll serta kopi dan minuman yang sangat enak bitung tidak terlalu internasionalturis jadi itulah yang kami butuhkan setelah minggu menikmati makanan lokal,4,04/04/2025 02:43:23,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Iyan Mulyadi,cafe garage adalah tempat yang sempurna untuk bersantai dan menikmati suasana yang unik dengan konsep industrial yang keren dan dekorasi ala garasi cafe ini memberikan nuansa yang berbeda dari kebanyakan tempat nongkrong lainnya makanan dan minumannya juga tidak kalah menarik menu yang variatif mulai dari kopi berkualitas hingga hidangan lezat membuat setiap kunjungan terasa istimewa barista dan stafnya ramah serta selalu siap melayani dengan profesionalisme selain itu cafe garage sering menghadirkan live music atau event menarik yang menambah keseruan cocok untuk nongkrong bersama teman atau sekadar menikmati waktu sendiri dengan suasana yang nyaman sangat direkomendasikan,5,02/28/2025 12:49:02,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,patrick tenda,enak dan seru tempatnya,5,01/17/2025 02:41:56,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Smoothy Aiko,menunggu makanan sangat lama jam,2,12/28/2024 12:32:18,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Voyska Eranda Daleru,adem biar sudah abis makan kami masih boleh duduk lama kg bakarlota cocok for tempat reuni teman masa kecil,5,11/27/2024 23:16:50,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Lavenia Kawet,tempat yang bagus kafe ahli dan pelayanan yang sangat baik,5,11/15/2024 13:41:04,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Memey Angkouw,makanan nya sampai jam tidak nyampe nyampe,1,10/19/2024 12:55:29,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Jolly Manoppo,tempat yg cocok buat santai sambil menunggu mobil yg sementara di cuci,5,09/13/2024 02:48:07,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Indri Kembi,tidak profesional makanan sampai jam,1,07/13/2024 13:38:27,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,ARRON JACOBUS,enak buat nongkrong sambil kerja,4,05/30/2024 14:25:50,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Ratna Rahim,sangat bagus pelayanannya,5,05/25/2024 01:18:25,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Selly Puspa,makanannya enak terima kasih,4,04/27/2024 13:47:54,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Mern,sangat direkomendasikan tempat untuk dikunjungi pokoknya tempat ini satu tempat favorit untuk makan enak nyaman dan aman anda bisa makan makanan ringan atau makan siang sambil mobil anda dicuci harga standar,5,03/30/2024 06:31:42,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Deirus Rizki Khair,panggungnya berada di dalam ruangan,5,03/04/2024 06:48:03,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,basrin tunaloin,maaf saya berikan rating satu agar owner menegur cara pelayanan para karyawan satu pesanan bisa makan wkt jam adalah hal yg disengaja saya jg bayar seperti lainya yg pastinya jk saya diminta bukti akan saya berikan trm ksh,1,02/15/2024 11:07:14,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,monalisa Tatoda,datang ke sini untuk cuci mobil tapi makanannya agak enak banyak sekali pilihannya acnya dingin sekali cocok untuk cuaca bitung yang panas kering dan lembab,5,02/01/2024 14:08:48,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,yanas prabuana,untuk steak wagyu kurang begitu enak mohon perbaiki cita rasanya saos tidak sepadan garnish tidak sesuai tapi untuk makanan lain overall its okay layanan cukup suasana cozzy feel banget buat nongkrong,4,01/05/2024 06:44:10,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Susana Theys,tempat hang out di bitung yang paling cozy,5,12/04/2023 11:44:39,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Alvin Oktavianus,ok sambil nggu mobil dicuci bisa duduk santai di ruangan ber ac sambil makan minum,4,11/25/2023 09:08:08,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,ChefKingdom27,saya kesana bareng teman dari amerika menunya bagus,5,10/25/2023 07:14:10,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
GARAGE COFFE LAB,,Yanto Caddy,t favorit untuk ngopi es kopi brown sugar verry recommended,5,10/08/2023 14:16:18,ChIJ-YAlrZ0BhzIRNt2dJrX4aO8
